label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
6	412 m/(s^2)	1.3501	Los Angeles	running	1.0227	1137 N	0.921	0.8692	933	599 m^2	776
1	626 m/(s^2)	1.014	San Bernardino	boxing	0.9817	1122 N	0.8896	0.1191	727	1074 m^2	763
5	259 m/(s^2)	0.3099	Bakersfield	volleyball	0.4736	1005 N	0.1629	0.2766	1231	321 m^2	1120
0	1019 m/(s^2)	1.033	Irvine	boxing	0.9751	-99 N	0.646	0.7814	59	850 m^2	1045
0	-68 m/(s^2)	1.1749	Irvine	track & field	1.2008	254 N	0.818	0.1402	354	694 m^2	1059
5	888 m/(s^2)	0.23	Chula Vista	volleyball	0.3181	819 N	-0.1535	0.2676	1303	993 m^2	793
3	1204 m/(s^2)	0.8786	Oakland	badminton	1.2046	1261 N	0.9029	0.4929	915	695 m^2	741
3	546 m/(s^2)	0.8886	Fresno	badminton	1.1673	1415 N	0.8339	0.8897	629	1154 m^2	1107
5	669 m/(s^2)	0.478	Chula Vista	volleyball	-0.0265	1117 N	0.1974	0.3514	1327	624 m^2	1249
5	950 m/(s^2)	-0.1973	Chula Vista	volleyball	0.2371	953 N	-0.1542	0.0746	1160	850 m^2	1043
5	629 m/(s^2)	0.8255	Chula Vista	volleyball	-0.2389	934 N	0.103	0.4142	1185	622 m^2	794
1	399 m/(s^2)	0.7916	Bakersfield	basketball	0.9677	271 N	0.7489	-0.0916	821	1103 m^2	1119
3	1476 m/(s^2)	0.8123	Fresno	badminton	1.0614	806 N	1.2853	0.7093	798	551 m^2	1347
2	617 m/(s^2)	0.9556	San Diego	golf	0.6574	1097 N	0.6809	0.8443	917	848 m^2	380
0	-398 m/(s^2)	1.1404	IRVINE	ice hockey	1.0719	148 N	0.7298	1.0416	467	671 m^2	1314
4	879 m/(s^2)	0.9305	San Francisco	soccer	0.7077	1113 N	0.4397	0.5165	695	1060 m^2	937
2	292 m/(s^2)	0.516	sACRAMENTO	golf	0.4849	1089 N	1.2446	1.0304	1047	232 m^2	-320
6	985 m/(s^2)	0.8854	Los Angeles	tennis, running	0.9688	562 N	0.8046	1.286	1029	138 m^2	901
2	369 m/(s^2)	0.9072	Riverside	golf	0.3988	990 N	n/a	0.7076	1469	859 m^2	-109
6	667 m/(s^2)	1.4458	Long Beach	tennis, running	0.9774	708 N	0.9445	0.2741	965	81 m^2	1176
6	924 m/(s^2)	0.6887	Stockton	golf	0.9071	565 N	0.655	1.022	992	239 m^2	742
5	709 m/(s^2)	0.5525	Chula Vista	volleyball	0.086	975 N	-0.2506	0.4373	569	416 m^2	1274
3	1272 m/(s^2)	0.5766	oAKLAND	motor sports, badminton	0.78	1699 N	1.0254	1.0267	1099	412 m^2	1130
2	332 m/(s^2)	0.8585	Sacramento	golf	0.2926	963 N	None	0.9314	1302	700 m^2	-188
2	674 m/(s^2)	0.8331	San Diego	GOLF	0.6332	1008 N	1.0947	0.6443	1064	514 m^2	164
2	33 m/(s^2)	0.9488	Fresno	golf	0.562	770 N	0.9492	0.8894	1501	693 m^2	354
5	1027 m/(s^2)	0.3196	Bakersfield	volleyball	0.2968	494 N	0.047	0.2731	823	1345 m^2	1040
2	555 m/(s^2)	0.9403	San Diego	golf	0.5598	550 N	0.711	0.8045	1035	715 m^2	-241
6	1072 m/(s^2)	0.5751	Fresno	football	0.8908	873 N	1.0702	0.6883	953	61 m^2	469
1	554 m/(s^2)	1.1657	Anaheim	basketball	0.7049	1099 N	0.7729	0.219	921	1019 m^2	860
1	435 m/(s^2)	1.2741	Santa Ana	basketball	0.8125	933 N	0.8281	-0.0658	917	947 m^2	1235
5	526 m/(s^2)	0.5654	CHULA VISTA	volleyball	0.3673	760 N	0.2111	0.4123	1099	615 m^2	1033
4	784 m/(s^2)	0.9932	San Francisco	soccer	0.949	765 N	0.2355	0.4986	1049	776 m^2	590
6	961 m/(s^2)	1.0454	Oakland	running	0.9048	611 N	0.9285	0.8486	1490	186 m^2	886
5	848 m/(s^2)	-0.1523	Bakersfield	volleyball	0.4683	1910 N	-0.1782	0.2094	965	-52 m^2	1227
4	1009 m/(s^2)	1.3363	San Francisco	soccer	0.9957	1483 N	0.3711	0.4255	743	589 m^2	456
5	438 m/(s^2)	0.6977	Fresno	volleyball	0.0738	1128 N	0.367	0.0304	1079	401 m^2	867
6	495 m/(s^2)	1.0434	Stockton	running, tennis	0.8022	268 N	1.0387	0.801	1253	515 m^2	833
5	622 m/(s^2)	0.7768	Chula Vista	volleyball	0.4164	870 N	0.166	0.6134	731	781 m^2	1142
6	618 m/(s^2)	1.0076	Santa Ana	tennis, running	1.2123	1250 N	0.907	0.5992	1178	357 m^2	1055
6	1116 m/(s^2)	1.4218	Stockton	running	1.1182	444 N	0.863	0.7633	850	383 m^2	787
4	379 m/(s^2)	1.2439	Bakersfield	soccer	0.937	729 N	0.2571	0.6256	1020	1055 m^2	480
3	1001 m/(s^2)	1.3968	Oakland	baseball	0.589	1435 N	1.203	0.5158	770	415 m^2	823
4	1088 m/(s^2)	0.6901	San Francisco	soccer	0.9929	862 N	0.2861	0.9016	1024	524 m^2	510
2	1261 m/(s^2)	1.0281	sacramento	golf	0.6401	379 N	1.14	0.4433	666	657 m^2	-198
1	635 m/(s^2)	0.9927	Santa Ana	boxing	0.9418	1030 N	0.8567	0.1077	1133	1006 m^2	780
3	1210 m/(s^2)	0.9957	Oakland	motor sports	0.9007	1528 N	1.0555	0.6229	757	813 m^2	998
6	848 m/(s^2)	0.8907	Long Beach	football, tennis	0.9791	200 N	0.96	0.7613	1330	278 m^2	1224
1	337 m/(s^2)	1.0141	Bakersfield	boxing	1.0521	849 N	1.2251	-0.0698	810	1184 m^2	830
3	334 m/(s^2)	0.9796	Fresno	motor sports, badminton	1.0009	1645 N	0.9748	None	738	584 m^2	782
3	601 m/(s^2)	1.1891	San Jose	baseball	1.2396	877 N	1.0858	0.8899	810	241 m^2	689
1	288 m/(s^2)	0.9153	Anaheim	basketball	0.7471	857 N	0.9124	0.0566	1185	668 m^2	905
3	1429 m/(s^2)	1.1385	Oakland	badminton, motor sports	0.7688	995 N	0.9424	0.5302	634	1325 m^2	871
4	851 m/(s^2)	0.7329	Moreno Valley	soccer	1.2172	733 N	0.2389	0.5945	998	909 m^2	184
5	622 m/(s^2)	0.2289	Bakersfield	volleyball	0.0609	582 N	-0.0858	0.3033	904	628 m^2	724
6	884 m/(s^2)	0.9882	Santa Clarita	running, tennis	0.8241	1020 N	0.8425	0.6724	907	792 m^2	851
1	158 m/(s^2)	0.5694	Bakersfield	basketball	1.29	856 N	1.2959	-0.3406	902	880 m^2	1353
5	770 m/(s^2)		Bakersfield	volleyball	N/A	852 N	0.1787	0.4314	1343	496 m^2	782
4	1393 m/(s^2)	1.2313	San Francisco	soccer	0.6763	973 N	0.3875	0.7149	609	592 m^2	527
2	242 m/(s^2)	0.7785	Anaheim	GOLF	0.479	788 N	1.2826	0.6552	1067	943 m^2	192
2	853 m/(s^2)	1.1615	san diego	Golf	0.7966	982 N	0.4743	0.3768	1408	839 m^2	-422
4	1149 m/(s^2)	1.0081	San Francisco	SOCCER	1.3758	1262 N	-0.0334	0.8991	1154	1211 m^2	449
1	55 m/(s^2)	0.8432	San Francisco	boxing	0.7065	?	0.9267	0.2555	843	804 m^2	932
6	753 m/(s^2)	0.8999	Long Beach	tennis	1.3944	1156 N	1.0966	0.7639	910	-145 m^2	750
1	284 m/(s^2)	1.3739	San Bernardino	basketball	0.6882	717 N	0.5282	0.0798	959	1308 m^2	1060
0	-152 m/(s^2)	1.0892	Santa Clarita	track & field	1.2067	509 N	1.1103	0.5434	162	940 m^2	910
0	178 m/(s^2)	0.7859	Fresno	track & field	1.1917	613 N	0.858	0.5688	630	897 m^2	1333
1	1359 m/(s^2)	0.7366	San Bernardino	basketball	0.9409	358 N	1.2952	0.2235	969	675 m^2	1091
1	1264 m/(s^2)	0.941	Anaheim	basketball	0.5764	806 N	0.8226	-0.0773	823	736 m^2	475
0	236 m/(s^2)	0.6749	Irvine	ice hockey	0.647	164 N	1.102	0.5925	106	888 m^2	966
3	815 m/(s^2)	0.8778	San Diego	motor sports	0.5574	913 N	0.7293	0.4281	759	649 m^2	997
2	519 m/(s^2)	1.1066	San Diego	golf	0.6291	1164 N	0.4988	0.9583	1119	909 m^2	214
4	1292 m/(s^2)	1.1888	Bakersfield	soccer	0.9631	1548 N	0.2786	0.874	898	1190 m^2	522
2	173 m/(s^2)	1.1196	RIVERSIDE	golf	0.4677	1429 N	1.0009	0.6478	1226	1265 m^2	-13
6	775 m/(s^2)	0.9192	Stockton	tennis, running	0.775	781 N	0.8087	0.3573	1078	-366 m^2	1294
3	852 m/(s^2)	0.7943	Fresno	baseball	1.0441	864 N	0.9276	0.891	785	407 m^2	1023
4	1016 m/(s^2)	1.1417	San Francisco	soccer	0.9802	966 N	0.3002	0.2524	966	733 m^2	677
1	525 m/(s^2)	0.6248	Santa Ana	basketball	0.643	1120 N	0.9328	0.2189	?	1034 m^2	1056
1	620 m/(s^2)	1.1082	Oakland	basketball	0.9686	843 N	0.8513	-0.091	939	944 m^2	1225
4	668 m/(s^2)	0.6892	San Francisco	soccer	0.8663	1683 N	0.3725	0.56	1100	976 m^2	477
1	752 m/(s^2)	1.1943	Santa Ana	basketball	0.9727	1326 N	1.0072	-0.0028	1013	948 m^2	952
4	1117 m/(s^2)	0.8137	San Diego	soccer	1.1609	928 N	0.4131	0.0208	724	1163 m^2	307
3	1239 m/(s^2)	0.8303	Fresno	badminton	1.1421	1049 N	0.6495	0.5307	997	547 m^2	1088
5	390 m/(s^2)	0.5142	Chula Vista	volleyball	0.5757	911 N	-0.0126	0.3255	999	374 m^2	1150
1	606 m/(s^2)	0.9152	Santa Ana	basketball	0.8987	667 N	0.9493	0.3209	1100	1105 m^2	1116
0	52 m/(s^2)	0.8399	Los Angeles	tennis, football	0.9055	93 N	1.3005	0.7317	420	1438 m^2	1232
3	1003 m/(s^2)	0.8586	Fresno	baseball, badminton	0.9171	1009 N	1.1647	0.4654	954	278 m^2	914
6	1346 m/(s^2)	0.9302	Los Angeles	running	0.5639	806 N	0.9461	0.8078	1129	148 m^2	939
1	761 m/(s^2)	0.7694	Stockton	BOXING	1.1818	549 N	1.2755	-0.1601	1022	1192 m^2	628
6	1010 m/(s^2)	1.2571	Stockton	tennis, running	1.0643	530 N	0.94	1.0254	894	299 m^2	543
3	1156 m/(s^2)	1.0548	Fresno	baseball, motor sports	1.1053	1605 N	0.6036	0.7829	641	934 m^2	842
0	522 m/(s^2)	0.5092	Fremont	ice hockey	0.9108	36 N	0.8995	0.4891	326	594 m^2	1127
3	1147 m/(s^2)	1.0642	Fresno	motor sports	1.2789	1089 N	1.2965	0.8979	640	979 m^2	858
5	870 m/(s^2)	0.191	San Francisco	volleyball	-0.25	1048 N	0.1287	0.2636	904	536 m^2	1057
6	1193 m/(s^2)	0.4921	Los Angeles	football	1.0092	355 N	0.8619	1.0802	1235	927 m^2	937
5	853 m/(s^2)	0.2355	Bakersfield	volleyball	0.1507	805 N	0.2263	0.1973	883	1033 m^2	1090
3	712 m/(s^2)	0.9762	Fresno	motor sports, badminton	1.1029	1065 N	1.2812	1.0352	815	564 m^2	809
4	637 m/(s^2)	1.2365	San Francisco	soccer	0.7291	1215 N	0.3063	0.5848	758	944 m^2	413
3	430 m/(s^2)	1.0643	Fresno	baseball, badminton	1.1478	665 N	0.977	0.5586	791	466 m^2	1037
1	248 m/(s^2)	0.8829	San Bernardino	boxing	1.0654	1052 N	0.9377	0.0363	975	977 m^2	587
6	463 m/(s^2)	1.2827	Los Angeles	football	1.0193	874 N	0.8577	0.6622	1083	-125 m^2	669
1	598 m/(s^2)	0.6366	San Bernardino	BASKETBALL	0.8571	539 N	0.6855	-0.3393	1270	1027 m^2	804
5	1007 m/(s^2)	0.5588	Anaheim	volleyball	0.2821	1207 N	0.0643	0.5114	312	126 m^2	1038
0	-141 m/(s^2)	0.9125	Santa Clarita	ice hockey	1.2978	97 N		1.0193	289	930 m^2	675
3	916 m/(s^2)	1.1929	San Francisco	baseball, motor sports	0.8178	1856 N	1.192	0.9232	707	379 m^2	896
2	983 m/(s^2)	0.9611	Riverside	volleyball	0.7658	585 N	0.7274	0.703	777	477 m^2	-69
5	606 m/(s^2)	0.87	Fresno	volleyball	0.0221	1085 N	0.2839	-0.0882	899	269 m^2	1213
6	1202 m/(s^2)	0.7982	Los Angeles	running	0.85	679 N	1.0363	0.6714	998	915 m^2	681
1	940 m/(s^2)	1.1407	Anaheim	basketball	0.9265	954 N	1.0789	-0.216	1080	1623 m^2	921
5	995 m/(s^2)	0.6202	Bakersfield	volleyball	0.1667	1126 N	0.1259	0.3457	944	958 m^2	916
3	644 m/(s^2)	0.8577	Fresno	badminton, baseball	0.702	722 N	0.7604	0.9273	858	851 m^2	1220
5	1170 m/(s^2)	0.6746	Bakersfield	volleyball	0.2173	964 N	0.2091	0.5713	788	1009 m^2	1079
6	1153 m/(s^2)	1.0136	Chula Vista	football, running	0.9489	699 N	1.228	1.0075	702	-54 m^2	716
4	1049 m/(s^2)	1.0193	San Francisco	soccer	0.9922	780 N	0.8434	0.6545	957	1133 m^2	838
1	575 m/(s^2)	1.0659	Santa Ana	basketball	0.7568	1019 N	0.867	?	1099	708 m^2	1133
2	973 m/(s^2)	0.9577	Sacramento	golf	0.0531	1284 N	0.9862	0.7885	1488	814 m^2	186
4	526 m/(s^2)	1.1887	San Francisco	soccer	0.8472	789 N	0.7076	0.6152	1152	609 m^2	186
1	-230 m/(s^2)	0.9904	Los Angeles	basketball	0.7609	968 N	0.8057	0.0679	1256	1121 m^2	1440
0	207 m/(s^2)	0.6423	Santa Clarita	ice hockey	0.9889	-36 N	1.1689	0.6694	642	1254 m^2	1266
6	964 m/(s^2)	0.8752	Long Beach	football	1.1208	272 N	0.8498	0.6269	1127	146 m^2	981
3	1327 m/(s^2)	0.9352	Oakland	baseball, badminton	0.8311	751 N	0.813	0.7937	1230	568 m^2	1135
1	508 m/(s^2)	0.6428	Anaheim	basketball	0.8778	811 N	0.7879	-0.1437	1251	1111 m^2	706
0	306 m/(s^2)	0.9966	San Jose	ice hockey	0.96	774 N	0.8975	0.1952	543	1089 m^2	1233
4	1175 m/(s^2)	0.9145	San Francisco	soccer	0.7405	495 N	0.4022	0.8033	945	1311 m^2	567
2	674 m/(s^2)	0.7189	Santa Ana	golf	0.9114	912 N	0.9005	0.6348	943	395 m^2	138
4	746 m/(s^2)	0.9329	San Francisco	soccer	0.9669	1238 N	0.3802	0.5757	1079	1145 m^2	227
2	436 m/(s^2)	1.1533	Riverside	golf	0.6001	1070 N	0.5671	0.6344	635	974 m^2	73
0	557 m/(s^2)	0.8303	Santa Clarita	ice hockey	1.1762	659 N	0.7241	0.9959	458	928 m^2	1272
3	1112 m/(s^2)	1.2668	Oakland	motor sports, baseball	0.7368	1045 N	1.1999	0.6733	819	438 m^2	1044
5	872 m/(s^2)	0.5047	Bakersfield	golf	0.0086	1235 N	-0.1195	0.3544	866	686 m^2	845
3	1078 m/(s^2)	1.158	Long Beach	motor sports	1.0489	788 N	0.6817	0.7442	928	570 m^2	1142
4	1034 m/(s^2)	0.7951	San Francisco	soccer	1.1021	984 N	0.4392	0.7147	980	826 m^2	769
4	759 m/(s^2)	0.6984	San Francisco	soccer	1.1898	845 N	0.2745	0.9147	972	977 m^2	510
1	N/A	None	Los Angeles	basketball	1.3707	966 N	1.0665	-0.0116	847	865 m^2	1079
3	628 m/(s^2)	0.8309	Oakland	motor sports	0.8242	785 N	0.8069	0.7316	802	767 m^2	896
2	688 m/(s^2)	0.8529	Sacramento	golf	0.9183	947 N	0.7367	0.7325	637	241 m^2	-37
0	168 m/(s^2)	1.4871	San Jose	track & field	1.3181	686 N	1.0999	-0.1297	353	976 m^2	1082
3	1030 m/(s^2)	0.7188	Oakland	badminton	1.2073	1084 N	1.0652	0.7171	880	449 m^2	1155
0	499 m/(s^2)	0.98	Santa Ana	ICE HOCKEY	1.0921	35 N	1.1484	0.6046	402	827 m^2	1067
4	1465 m/(s^2)	0.7142	San Francisco	soccer	1.2753	1227 N	0.8607	0.5215	1210	1185 m^2	533
1	514 m/(s^2)	1.101	Santa Ana	basketball	1.1376	1158 N	1.1583	-0.0308	1228	1123 m^2	1041
5	1211 m/(s^2)	0.3892	Fremont	volleyball	0.1537	666 N	-0.3032	0.4294	727	119 m^2	1088
4	932 m/(s^2)	0.9081	San Francisco	soccer	0.9407	1311 N	0.3536	0.6063	1040	541 m^2	738
1	426 m/(s^2)	1.018	San Bernardino	boxing	1.0592	693 N	0.6443	0.0355	720	926 m^2	1043
2	909 m/(s^2)	1.306	Sacramento	golf	0.6444	997 N	0.8972	0.4916	804	524 m^2	69
2	643 m/(s^2)	1.2864	Sacramento	golf	0.3927	606 N	0.9316	0.6925	772	560 m^2	77
4	830 m/(s^2)	0.884	San Francisco	soccer	1.1072	725 N	0.2493	0.5244	505	958 m^2	604
2	332 m/(s^2)	0.9487	San Diego	golf	0.4026	937 N	0.8364	0.6207	1271	766 m^2	169
5	1309 m/(s^2)	0.1983	Chula Vista	boxing	0.3331	1140 N	0.0272	0.3527	904	456 m^2	669
0	158 m/(s^2)	1.0857	San Jose	track & field	0.815	-75 N	1.4453	0.8535	503	969 m^2	1400
4	1090 m/(s^2)	0.9372	San Francisco	soccer	0.8896	1367 N	0.5899	0.5463	1196	1140 m^2	560
2	481 m/(s^2)	1.1624	Moreno Valley	soccer	1.2977	995 N	0.9978	0.7139	959	652 m^2	202
2	1310 m/(s^2)	1.4714	San Francisco	golf	0.8359	1607 N	0.5813	0.9853	805	608 m^2	-25
6	1016 m/(s^2)	1.3784	Modesto	football, tennis	0.7909	915 N	0.8859	1.1375	1196	-187 m^2	797
1	820 m/(s^2)	1.0154	Santa Ana	basketball	0.9131	1411 N	1.4067	0.173	1020	690 m^2	1231
2	803 m/(s^2)	0.7353	San Francisco	golf	0.4857	793 N	1.0352	0.7494	955	580 m^2	144
5	755 m/(s^2)	-0.0063	Chula Vista	volleyball	-0.0475	1531 N	-0.0286	0.2184	1258	674 m^2	901
0	208 m/(s^2)	1.0822	Irvine	golf	0.9848	412 N	0.9953	0.2396	433	903 m^2	823
2	161 m/(s^2)	1.0533	Moreno Valley	golf	0.5481	1147 N	0.2204	0.671	960	651 m^2	136
2	302 m/(s^2)	1.1965	Moreno Valley	golf	0.8289	759 N	0.9221	0.7779	1033	263 m^2	-217
1	721 m/(s^2)	0.4078	Santa Ana	basketball	0.7921	865 N	0.9335	0.0998	978	493 m^2	1316
3	128 m/(s^2)	0.569	Oakland	motor sports	0.8892	923 N	1.0906	0.7712	777	398 m^2	969
5	1106 m/(s^2)	1.009	Bakersfield	volleyball	0.4299	777 N	0.0466	0.1525	945	N/A	737
3	1376 m/(s^2)	0.9415	Fresno	baseball, motor sports	1.3187	1185 N	1.2742	0.8696	959	162 m^2	1001
4	1291 m/(s^2)	0.5978	San Francisco	soccer	0.7431	776 N	0.2642	0.9119	1122	1019 m^2	829
0	818 m/(s^2)	0.8059	Chula Vista	track & field	1.1717	74 N	0.905	0.6221	368	1254 m^2	931
6	1158 m/(s^2)	0.96	Los Angeles	boxing	0.849	443 N	0.7457	0.6863	1326	505 m^2	878
1	806 m/(s^2)	0.9681	Anaheim	basketball	1.1105	961 N	1.0365	-0.2105	1046	1235 m^2	1143
0	-68 m/(s^2)	0.8811	San Jose	ice hockey	1.0385	97 N	0.8485	0.7728	241	813 m^2	784
4	1173 m/(s^2)	1.0322	San Francisco	motor sports	0.9537	614 N	0.2807	0.3237	912	1182 m^2	311
5	1183 m/(s^2)	0.406	Los Angeles	volleyball	0.1704	1295 N	-0.0367	0.587	1159	609 m^2	829
0	264 m/(s^2)	0.7094	Bakersfield	ice hockey	1.1034	691 N	0.9882	0.4801	55	1274 m^2	915
4	509 m/(s^2)	0.7717	Long Beach	soccer	0.7567	1206 N	0.5155	0.4405	816	772 m^2	589
4	895 m/(s^2)	0.9111	San Francisco	soccer	0.9289	1237 N	0.6441	0.5985	822	915 m^2	701
2	542 m/(s^2)	1.206	Sacramento	ice hockey	0.6646	1135 N	0.7683	0.7869	1339	732 m^2	168
5	1030 m/(s^2)	0.6289	Chula Vista	volleyball	-0.0745	733 N	0.0329	0.7282	1198	731 m^2	1167
2	852 m/(s^2)	1.0155	Sacramento	golf	0.6499	1257 N	0.5946	0.728	1037	521 m^2	31
3	1074 m/(s^2)	0.864	San Francisco	motor sports, baseball	1.0815	452 N	1.2036	0.7758	948	475 m^2	783
1	602 m/(s^2)	1.0429	san bernardino	boxing	1.2978	963 N	0.9686	0.1672	952	855 m^2	1192
2	774 m/(s^2)	1.0139	Moreno Valley	golf	0.6849	725 N	0.8755	0.5007	728	559 m^2	392
4	1462 m/(s^2)	1.1429	San Francisco	soccer	0.7514	892 N	0.0065	0.609	1186	1178 m^2	220
2	410 m/(s^2)	1.0247	Santa Ana	golf	1.1016	1009 N	0.8412	0.6075	1076	332 m^2	209
2	430 m/(s^2)	1.0177	Sacramento	golf	0.6052	596 N	0.6998	0.6257	1199	694 m^2	194
5	1395 m/(s^2)	0.3051	Chula Vista	volleyball	0.2299	685 N	-0.0224	0.1688	1065	576 m^2	1218
1	589 m/(s^2)	0.9524	San Bernardino	basketball	0.9663	721 N	1.1376	0.2252	717	758 m^2	713
5	771 m/(s^2)	0.3726	Chula Vista	volleyball	0.1574	1017 N	-0.0252	0.0591	940	258 m^2	880
5	488 m/(s^2)	0.2038	Fresno	volleyball	0.1174	798 N	0.1997	0.1521	960	326 m^2	854
6	944 m/(s^2)	0.8091	Long Beach	tennis, football	1.0746	769 N	1.0409	0.6753	962	123 m^2	875
0	595 m/(s^2)	0.4279	Irvine	ice hockey	1.0222	560 N	1.0533	0.5554	637	792 m^2	1545
3	931 m/(s^2)	0.7609	Fresno	badminton	1.164	1222 N	0.9643	None	791	513 m^2	954
4	1190 m/(s^2)	1.1348	San Francisco	soccer	0.9466	1367 N	0.1995	0.8308	898	611 m^2	406
0	620 m/(s^2)	1.5742	Santa Clarita	track & field	0.6097	n/a	1.0455	0.6333	541	1103 m^2	1034
6	717 m/(s^2)	0.9303	Modesto	tennis	0.8557	596 N	0.9244	0.6551	864	506 m^2	984
3	1123 m/(s^2)	0.8876	Fresno	tennis	1.2593	1260 N	1.1233	0.7036	436	654 m^2	1151
0	16 m/(s^2)	0.9595	Irvine	ice hockey	0.7083	484 N	1.1861	0.4019	465	848 m^2	1163
4	1119 m/(s^2)	0.9383	San Francisco	soccer	0.9703	1094 N	0.6203	0.547	1285	1221 m^2	
1	298 m/(s^2)	N/A	Anaheim	basketball	1.3144	735 N	1.0006	-0.0553	778	903 m^2	942
2	479 m/(s^2)	1.2311	San Diego	golf	0.8015	1126 N	0.7266	0.9427	1100	787 m^2	-7
4	866 m/(s^2)	0.6638	sAN fRANCISCO	soccer	1.1583	1394 N	0.4394	0.8242	806	1108 m^2	458
5	809 m/(s^2)	0.946	Chula Vista	volleyball	0.0245	1069 N	0.0909	0.3299	918	747 m^2	1020
6	1450 m/(s^2)	1.0113	N/A	running, tennis	1.0333	346 N	0.8021	0.8417	816	255 m^2	924
3	771 m/(s^2)	1.0824	Fresno	baseball	1.1568	1270 N	1.0011	0.5347	847	83 m^2	995
4	579 m/(s^2)	0.8578	San Francisco	soccer	1.1646	1343 N	0.6464	0.6279	1139	1051 m^2	659
6	586 m/(s^2)	0.8885	Stockton	running	1.0205	520 N	0.633	1.0641	1029	498 m^2	1217
0	330 m/(s^2)	0.9552	fremont	ice hockey	1.0484	-194 N	1.0556	0.6328	506	965 m^2	1134
6	?	1.1896	Modesto	football, running	0.8504	692 N	0.997	0.4869	991	-346 m^2	721
3	1116 m/(s^2)	0.9701	Fresno	baseball, badminton	1.0642	935 N	1.2307	0.887	501	752 m^2	992
6	760 m/(s^2)	1.1836	Fresno	football	0.7244	1184 N	0.5569	0.6364	1173	184 m^2	601
0	297 m/(s^2)	0.7792	Fremont	track & field	0.8657	190 N	0.9952	0.6288	24	614 m^2	1056
4	1337 m/(s^2)	1.1141	San Francisco	soccer	0.9795	1205 N	0.6281	0.4275	924	673 m^2	541
5	546 m/(s^2)	0.3006	Bakersfield	volleyball	0.1394	855 N	-0.2296	0.3067	881	750 m^2	952
4	1042 m/(s^2)	1.1767	San Francisco	soccer	1.3646	445 N	0.136	0.1962	1292	680 m^2	578
3	1342 m/(s^2)	1.0921	Oakland	motor sports, baseball	0.697	1251 N	1.2336	0.5069	805	708 m^2	1187
4	411 m/(s^2)	1.199	San Francisco	soccer	1.1794	643 N	0.504	0.611	897	1629 m^2	678
1	711 m/(s^2)	0.7635	San Bernardino	boxing	0.6767	1284 N	n/a	0.1549	1031	1144 m^2	823
6	644 m/(s^2)	1.0494	Los Angeles	running, tennis	0.8816	1278 N	1.1617	0.4867	1024	-72 m^2	578
6	1081 m/(s^2)	1.2835	Stockton	tennis, football	0.9079	780 N	0.7574	1.0953	780	251 m^2	767
2	540 m/(s^2)	0.79	Riverside	golf	0.5299	455 N	1.0735	0.8627	786	749 m^2	317
5	156 m/(s^2)	0.4056	Chula Vista	volleyball	-0.1988	840 N	0.1771	0.3495	616	604 m^2	925
5	348 m/(s^2)	1.0614	Santa Ana	volleyball	-0.0333	834 N	-0.1516	0.4546	824	495 m^2	1303
3	1206 m/(s^2)	1.3618	Fresno	baseball	1.4082	993 N	1.1537	0.5079	934	153 m^2	988
4	932 m/(s^2)	0.7339	San Francisco	soccer	1.0834	1148 N	0.3597	0.396	1057	1027 m^2	539
6	356 m/(s^2)	0.8673	Modesto	tennis, running	0.7427	388 N	0.7014	0.6361	1210		n/a
5	488 m/(s^2)	0.3221	Bakersfield	volleyball	0.1837	966 N	0.1816	0.3568	740	100 m^2	1412
2	796 m/(s^2)	0.981	Sacramento	GOLF	0.5558	1174 N	0.575	0.6404	1121	1370 m^2	195
6	716 m/(s^2)	1.0095	Stockton	running	0.7239	1027 N	0.92	0.8728	1222	90 m^2	863
6	714 m/(s^2)	1.0912	Modesto	tennis, football	1.0139	571 N	0.3799	0.6001	948	-332 m^2	980
3	1129 m/(s^2)	1.279	Oakland	baseball	1.0622	1295 N	0.9435	0.6536	949	662 m^2	1071
5	791 m/(s^2)	0.6441	Chula Vista	volleyball	0.1811	911 N	0.0269	0.4249	946	513 m^2	888
6	579 m/(s^2)	1.1609	Long Beach	football	0.8231	1220 N	0.877	1.051	872	517 m^2	1371
0	-268 m/(s^2)	0.7751	Irvine	track & field	0.9312	-86 N	0.8546	0.2436	304	870 m^2	985
2	465 m/(s^2)	1.6398	Riverside	golf	0.6037	1369 N	0.8707	0.8187	788	754 m^2	35
6	450 m/(s^2)	0.965	Long Beach	tennis, football	1.2448	1032 N	0.7811	1.0523	1228	-173 m^2	1103
0	21 m/(s^2)	0.9804	Santa Clarita	ice hockey	0.9823	-26 N	1.6543	0.509	735	861 m^2	1044
2	1107 m/(s^2)	0.9449	Sacramento	golf	0.4968	888 N	0.872	0.9577	1235	1334 m^2	-287
3	1074 m/(s^2)	0.9654	Chula Vista	baseball	0.873	1217 N	0.9005	0.7317	797	0 m^2	775
2	854 m/(s^2)	0.7938	Sacramento	golf	0.6547	984 N	0.7221	0.8542	1385	969 m^2	-118
5	854 m/(s^2)	0.2905	bakersfield	volleyball	-0.0243	838 N	0.2973	-0.3502	900	327 m^2	881
3	1212 m/(s^2)	1.3177	Oakland	badminton	1.1499	1483 N	0.8631	0.6984	749	-146 m^2	667
0	-139 m/(s^2)	0.7609	Irvine	ice hockey	0.9738	335 N	1.0876	0.3423	360	782 m^2	1037
